urn:cts:greekLit:tlg0012.tlg001.hmt01:10.1	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="1"> Alongside the ships the other best <note>aristos</note> men of the Panachaeans</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.505	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="505"> if he could find the pole or if he could carry it off by raising it high,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.506	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="506"> or take life <note>thumos</note> away from still more Thracians.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.507	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="507"> He was pondering this in his mind <note>phrên</note> until Athena,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.508	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="508"> standing nearby, addressed radiant Diomedes.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.509	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="509"> “Be mindful of your homecoming <note>nostos</note>, son of great-hearted Tydeus,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.510	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="510"> to the hollow ships, so that you don’t have to go while being chased,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.511	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="511"> in case some other god awakens the Trojans.”</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.512	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="512"> So she spoke, and he heard the voice of the goddess as she spoke.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.513	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="513"> Quickly he mounted the horses <note>chariot?</note>. Odysseus struck them</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.514	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="514"> with the bow. And they flew toward the swift ships of the Achaeans.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.515	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="515"> Apollo with the silver bow did not hold a negligent watch</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.516	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="516"> since he saw Athena accompanying the son of Tydeus.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.517	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="517"> Holding a grudge <note>kotos</note> against her he sank into the large crowd of Trojans</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.518	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="518"> and stirred Hippokoon, a man who could call a council among the Thracians,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.519	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="519"> a noble <note>esthlos</note> cousin of Rhesos. He sprang up from sleep</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.520	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="520"> as he saw the empty space where the swift horses had stood,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.521	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="521"> and the men gasping as they died in the painful slaughter.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.522	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="522"> He then cried “oimoi” and called the name of his dear <note>philos</note> comrade.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.523	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="523"> Noise and indescribable panic rose up among the Trojans </l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.524	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="524"> as they surged together. They stared at the astounding deeds <note>cf. I-10.289</note>,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.525	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="525"> so much had the men done before they went to the hollow ships.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.526	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="526"> But they, when they came to the place where they had killed Hektor’s spy, </l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.527	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="527"> there Odysseus dear <note>philos</note> to Zeus reined in <note>cf. I-3.113</note> theswift horses,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.528	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="528"> and the son of Tydeus leapt to the ground and taking the blood-stained spoils</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.529	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="529"> placed them in Odysseus’s hands, and he mounted the chariot. <note>v.l. A int. “He gavethem to Odysseus in his hands”</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.530	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="530"> He whipped the horses, and not unwillingly the team flew <note>n:=I-11.519</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.531	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="531"> toward the hollow ships; for this way was dear <note>philos</note> to them in their hearts<note>thumos</note>. <note>n:=I-11.520</note>; this line is not present in A</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.532	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="532"> Nestor was the first to hear the clatter and he spoke:</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.533	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="533"> “Friends, leaders and rulers of the Argives,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.534	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="534"> will I be proven wrong, or will I speak the truth? Well, my heart <note>thumos</note> urgesme on. <note>n:=O-4.140</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.535	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="535"> The clatter of swift-footed horses strikes my ears.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.536	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="536"> How I hope that Odysseus and powerful Diomedes</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.537	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="537"> at once might be driving solid-hoofed horses from the Trojans this way!</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.538	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="538"> Yet I am terribly afraid in my mind <note>phrên</note> that they have sufferedsomething—</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.539	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="539"> they who are best <note>aristos</note> of the Argives—at the hands of the Trojans in acommotion.”</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.540	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="540"> He had not yet spoken every word <note>epos</note> when, look!, they came.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.541	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="541"> And they dismounted onto the ground, while the others, taking pleasure<note>kharis</note>,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.542	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="542"> welcomed them with right hands and gracious words <note>epos</note>. <note>cf.I-10.288</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.543	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="543"> The Gerenian horseman Nestor was the first to question them:</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.544	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="544"> “Come, tell me, much-praised Odysseus, great glory <note>kudos</note> of the Achaeans<note>n:=I-9.673</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.545	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="545"> how you two took these horses after you entered the crowd</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.546	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="546"> of Trojans, or which god you encountered who gave them.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.547	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="547"> Terribly they look like the rays of the sun.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.548	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="548"> I always mix it up with the Trojans, and I say that in no way</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.549	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="549"> am I a warrior who hangs back near the ships, even though I am an old man.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.550	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="550"> But I have not yet seen or noticed <note>noos</note> horses like these.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.551	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="551"> So I think that some god came to you and gave them to you.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.552	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="552"> For Zeus the cloud-gatherer loves <note>philos</note> both you two,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.553	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="553"> and so does the daughter of aegis-shaking Zeus, owl-radiant Athena.”</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.554	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="554"> Odysseus who is crafty in many ways answered him and said,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.555	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="555"> “Nestor, son of Neleus, great glory <note>kudos</note> of the Achaeans,<note>n:=I-11.511</note>,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.556	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="556"> easily a god who wants to could give even better than these here,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.557	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="557"> should the gods give horses, since they are really much superior. <note>cf.I-1.169</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.558	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="558"> But these newly arrived horses here, old man, that you ask about,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.559	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="559"> these are Thracian. Their lord— valiant <note>agathos</note> Diomedes</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.560	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="560"> killed him, and along with him twelve companions, all the best <note>aristos</note>men.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.561	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="561"> As the thirteenth, we slew a spy near the ships—</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.562	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="562"> he was spying on our encamped mass of warriors,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.563	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="563"> Hektor and the other illustrious Trojans sent him forth to do it.”</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.564	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="564"> So he spoke, and he drove the solid-hoofed horses across the ditch,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.565	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="565"> laughing. The other Achaeans went together with him exulting <note>kharis</note>.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.566	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="566"> When they reached the well-made tent of the son of Tydeus,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.567	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="567"> they tied up the horses with the well-cut reins</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.568	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="568"> at the horses’ manger, where the horses of Diomedes</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.569	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="569"> stood, swift-footed, eating the honey-sweet <note>cf. 10.495</note> wheat.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.570	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="570"> Into the ship’s stern went the blood-stained spoils from Dolon,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.571	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="571"> Odysseus placed them there, until he could prepare the sacred dedication to Athena.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.572	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="572"> They washed off the heavy sweat from themselves in the sea:</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.573	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="573"> going in, they washed around their shins, necks, and thighs.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.574	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="574"> And when the waves of the sea washed the heavy sweat,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.575	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="575"> washed it from their skin and cooled their own hearts <note>cf. I-13.84</note>,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.576	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="576"> they entered the well-fashioned baths and bathed.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.577	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="577"> Once the two had bathed and anointed themselves richly with olive oil,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.578	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="578"> they sat down to a meal, and to Athena from the mixing-bowl</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.579	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="579"> that was full, drawing off the honey-sweet wine, they poured libations.</l>
